,Teste,Sinal,TP,TL,Média Dias Vitória,Max Dias Vitoria,Média Dias Derrota,Max Dias Derrota,Aproveitamento,Trades,retorno/invest
145,CHFUSD=X,Sinal 7,500.0,200,0.0,0,0.0,0,0.0,0,-0.0
144,CHFUSD=X,Sinal 7,400.0,200,0.0,0,0.0,0,0.0,0,-0.0
142,CHFUSD=X,Sinal 7,437.5,175,0.0,0,0.0,0,0.0,0,-0.0
9,CHFUSD=X,Sinal 1,250.0,125,19.09090909090909,40,9.454545454545455,32,0.33,33,-0.32999999999999663
105,CHFUSD=X,Sinal 6,100.0,50,4.4375,13,2.40625,6,0.33,48,-0.4799999999999951
63,CHFUSD=X,Sinal 4,100.0,50,5.166666666666667,7,2.5384615384615383,6,0.32,19,-0.7599999999999986
69,CHFUSD=X,Sinal 4,200.0,100,9.166666666666666,19,10.538461538461538,32,0.32,19,-0.7599999999999986
112,CHFUSD=X,Sinal 6,250.0,100,17.846153846153847,39,7.852941176470588,34,0.28,47,-0.9399999999999956
11,CHFUSD=X,Sinal 1,375.0,125,31.0,52,12.64,42,0.24,33,-1.3200000000000012
14,CHFUSD=X,Sinal 1,450.0,150,35.875,60,14.28,45,0.24,33,-1.3200000000000012
64,CHFUSD=X,Sinal 4,125.0,50,6.0,12,3.142857142857143,11,0.26,19,-1.7099999999999995
70,CHFUSD=X,Sinal 4,250.0,100,19.4,53,10.642857142857142,32,0.26,19,-1.7099999999999995
71,CHFUSD=X,Sinal 4,300.0,100,12.25,20,10.642857142857142,32,0.22,18,-2.16
78,CHFUSD=X,Sinal 4,350.0,175,28.0,47,16.90909090909091,33,0.27,15,-2.849999999999999
12,CHFUSD=X,Sinal 1,300.0,150,20.4,42,12.130434782608695,45,0.3,33,-3.2999999999999994
122,CHFUSD=X,Sinal 6,525.0,175,34.75,55,15.392857142857142,41,0.22,36,-4.32
103,CHFUSD=X,Sinal 5,500.0,200,35.23076923076923,55,20.243243243243242,60,0.26,50,-4.499999999999998
20,CHFUSD=X,Sinal 1,600.0,200,47.0,59,18.347826086956523,49,0.21,29,-4.640000000000001
111,CHFUSD=X,Sinal 6,200.0,100,12.785714285714286,35,7.0606060606060606,24,0.3,47,-4.699999999999999
18,CHFUSD=X,Sinal 1,400.0,200,34.22222222222222,59,18.347826086956523,49,0.28,32,-5.119999999999997
81,CHFUSD=X,Sinal 4,400.0,200,43.333333333333336,56,19.09090909090909,35,0.21,14,-5.180000000000001
13,CHFUSD=X,Sinal 1,375.0,150,31.0,52,14.28,45,0.24,33,-5.280000000000001
8,CHFUSD=X,Sinal 1,300.0,100,15.857142857142858,39,10.307692307692308,42,0.21,33,-5.280000000000001
7,CHFUSD=X,Sinal 1,250.0,100,15.375,39,9.04,32,0.24,33,-5.280000000000001
16,CHFUSD=X,Sinal 1,437.5,175,35.75,59,15.48,45,0.24,33,-5.280000000000001
76,CHFUSD=X,Sinal 4,375.0,150,40.0,55,17.384615384615383,40,0.19,16,-5.360000000000001
106,CHFUSD=X,Sinal 6,125.0,50,5.333333333333333,13,3.111111111111111,13,0.25,48,-6.0
41,CHFUSD=X,Sinal 2,600.0,200,43.4,56,24.857142857142858,60,0.19,26,-6.24
15,CHFUSD=X,Sinal 1,350.0,175,27.333333333333332,47,14.541666666666666,45,0.27,33,-6.269999999999998
17,CHFUSD=X,Sinal 1,525.0,175,39.833333333333336,52,15.48,45,0.19,31,-7.4399999999999995
110,CHFUSD=X,Sinal 6,225.0,75,12.6,20,4.8108108108108105,14,0.21,47,-7.520000000000001
107,CHFUSD=X,Sinal 6,150.0,50,6.1,13,3.4210526315789473,13,0.21,48,-7.6800000000000015
101,CHFUSD=X,Sinal 5,525.0,175,35.1,55,18.289473684210527,60,0.21,48,-7.6800000000000015
19,CHFUSD=X,Sinal 1,500.0,200,38.833333333333336,48,18.347826086956523,49,0.21,29,-7.6850000000000005
83,CHFUSD=X,Sinal 4,600.0,200,41.0,41,19.09090909090909,35,0.08,12,-8.16
74,CHFUSD=X,Sinal 4,375.0,125,32.5,33,14.428571428571429,40,0.12,16,-8.32
82,CHFUSD=X,Sinal 4,500.0,200,34.0,34,19.09090909090909,35,0.08,12,-8.64
80,CHFUSD=X,Sinal 4,525.0,175,38.0,38,18.916666666666668,41,0.08,13,-8.84
125,CHFUSD=X,Sinal 6,600.0,200,37.833333333333336,56,17.703703703703702,56,0.18,33,-9.24
109,CHFUSD=X,Sinal 6,187.5,75,8.818181818181818,17,4.8108108108108105,14,0.23,48,-9.359999999999998
79,CHFUSD=X,Sinal 4,437.5,175,33.0,33,18.916666666666668,41,0.08,13,-9.36
77,CHFUSD=X,Sinal 4,450.0,150,34.0,34,17.384615384615383,40,0.07,14,-10.08
108,CHFUSD=X,Sinal 6,150.0,75,6.545454545454546,13,4.8108108108108105,14,0.23,48,-14.879999999999999
104,CHFUSD=X,Sinal 5,600.0,200,38.333333333333336,60,20.243243243243242,60,0.14,43,-18.919999999999998
